Id,LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold
9121,93,9320,1,0,0,0,0,7,4,2,0,7,1967,0,3,1,0,0,0,0,1,1939,0,2010
9122,63,12358,1,0,0,0,0,7,5,2,0,4,1997,975,3,1,0,0,0,0,1,894,0,2006
9123,52,1869,1,0,0,0,0,4,5,2,0,6,1999,0,2,1,0,0,0,0,1,1368,0,2009
9124,52,11184,1,0,0,0,0,6,5,2,1,5,1997,1112,2,1,0,0,0,0,1,1453,0,2008
9125,60,7314,1,0,0,0,0,5,7,1,1,4,1968,1484,2,1,0,0,0,1,0,1226,0,2009
9126,60,70761,1,0,0,0,0,7,6,2,0,5,1950,861,2,1,0,0,0,0,1,2028,0,2006
9127,58,4274,0,0,1,0,0,7,5,2,0,8,1965,1008,3,1,0,0,0,0,1,1047,0,2007
9128,88,9945,1,0,0,0,0,6,5,2,0,7,2002,901,3,1,0,0,0,0,1,952,0,2006
9129,87,13000,1,0,0,0,0,8,7,2,1,6,1974,672,3,1,0,0,0,0,1,1456,0,2007
9130,,14230,1,0,0,0,0,8,5,1,0,6,1940,1153,2,1,0,0,0,0,1,1441,0,2007
9131,45,40094,1,0,0,0,0,7,5,2,1,8,1948,1053,3,1,0,0,0,0,1,1567,0,2008
9132,91,14191,1,0,0,0,0,5,4,1,1,6,2005,1482,4,1,0,0,0,0,1,1525,0,2006
9133,38,9430,1,0,0,0,0,6,3,2,0,10,1993,988,2,1,0,0,0,0,1,1721,0,2006
9134,84,1680,1,0,0,0,0,8,5,2,0,4,2002,796,3,1,0,0,0,0,1,1062,0,2006
9135,80,11782,1,0,0,0,0,10,5,2,0,7,1972,384,5,1,0,0,0,0,1,720,0,2008
9136,43,10624,1,0,0,0,0,4,5,1,0,6,1960,864,3,1,0,0,0,0,1,827,0,2006
9137,79,8520,1,0,0,0,0,8,5,2,0,8,2009,1340,3,1,0,0,0,0,1,1297,0,2007
9138,107,12508,1,0,0,0,0,8,5,2,0,5,1910,689,4,1,0,0,0,0,1,1241,0,2009
9139,72,10200,1,0,0,0,0,4,6,1,1,8,2005,858,4,1,0,0,0,0,1,864,0,2006
9140,60,10708,1,0,0,0,0,6,6,2,0,5,1965,1726,3,1,0,0,0,0,1,2287,0,2008
9141,50,4928,1,0,0,0,0,6,5,1,0,5,1926,978,3,1,0,0,0,0,1,1392,0,2010
9142,60,11287,1,0,0,0,0,6,6,1,0,9,1920,907,3,1,0,0,0,0,1,694,0,2006
9143,108,9158,0,0,0,0,1,7,7,1,0,6,1969,806,4,1,0,0,0,0,1,1652,0,2007
9144,54,10634,1,0,0,0,0,6,5,2,1,5,1974,755,2,1,0,0,0,0,1,2452,0,2009
9145,60,16466,1,0,0,0,0,5,5,2,1,6,1999,859,3,1,0,0,0,0,1,1498,0,2007
9146,79,13650,1,0,0,0,0,7,6,2,1,6,1974,1196,0,1,0,0,0,0,1,480,0,2009
9147,60,8800,1,0,0,0,0,7,5,1,1,4,1920,2136,2,1,0,0,0,1,0,2640,0,2010
9148,,5000,1,0,0,0,0,6,6,2,1,7,1900,793,4,1,0,0,0,0,1,1200,0,2006
9149,60,16770,1,0,0,0,0,5,5,1,0,5,1962,1437,3,1,0,0,0,0,1,1768,0,2009
9150,84,9060,1,0,0,0,0,6,5,2,1,6,2006,1484,4,1,0,0,0,0,1,1196,0,2008
9151,,7200,1,0,0,0,0,9,6,1,0,7,1962,1952,3,1,0,0,0,0,1,1734,0,2007
9152,40,12803,1,0,0,0,0,6,6,1,0,6,1977,901,2,1,0,0,0,0,1,3279,0,2006
9153,70,7200,0,0,0,1,0,6,5,1,1,8,2006,1584,5,1,0,0,0,0,1,1135,0,2010
9154,36,4608,1,0,0,0,0,6,5,2,0,6,1923,1373,3,1,0,0,0,0,1,1509,0,2009
9155,80,11250,1,0,0,0,0,5,5,2,0,4,1966,716,1,1,0,0,0,0,1,1922,0,2006
9156,21,12474,1,0,0,0,0,5,5,2,1,8,2006,920,3,1,0,0,0,0,1,792,0,2007
9157,82,10005,1,0,0,0,0,3,7,1,0,8,1979,1088,3,1,0,0,0,0,1,1674,0,2006
9158,60,16770,1,0,0,0,0,6,5,1,0,9,1968,1728,2,1,0,0,0,0,1,2398,0,2008
9159,72,10839,1,0,0,0,0,5,7,1,1,7,1999,1126,3,1,0,0,0,0,1,1710,0,2008
9160,80,2001,1,0,0,0,0,7,6,2,2,8,1972,660,3,1,0,0,0,0,1,2087,0,2007
9161,52,9245,1,0,0,0,0,6,5,1,1,6,1992,729,3,1,0,0,0,0,1,2417,0,2007
9162,105,8963,1,0,0,0,0,6,5,1,0,9,1947,783,3,1,0,0,0,1,0,1337,0,2009
9163,75,10400,0,0,0,0,1,6,1,2,0,5,1954,1215,3,1,0,0,0,0,1,1590,0,2007
9164,,12640,1,0,0,0,0,6,6,1,0,5,1941,2444,2,1,0,0,0,0,1,1253,0,2006
9165,75,6970,1,0,0,0,0,6,8,1,0,9,1946,1494,3,1,0,0,0,0,1,1419,0,2009
9166,,2280,0,0,0,1,0,2,5,1,1,4,1910,793,3,1,0,0,0,0,1,2713,0,2008
9167,86,9937,1,0,0,0,0,5,5,2,0,6,1959,747,3,1,0,0,0,0,1,1601,0,2010
9168,71,10530,1,0,0,0,0,6,5,1,1,10,2007,2216,3,1,0,0,0,0,1,1053,0,2009
9169,60,9144,1,0,0,0,0,5,5,1,1,4,1953,1358,3,1,0,0,0,1,0,952,0,2009
9170,,10800,1,0,0,0,0,7,6,2,0,4,1959,864,3,1,0,0,0,0,1,1720,0,2006
9171,50,164660,1,0,0,0,0,4,5,2,0,5,1962,1370,6,1,0,0,0,0,1,2296,0,2007
9172,,8400,1,0,0,0,0,5,5,2,1,6,1962,731,5,1,0,0,0,0,1,1855,0,2010
9173,51,16226,1,0,0,0,0,5,7,1,1,7,1972,1264,2,1,0,0,0,0,1,2468,0,2007
9174,73,4456,0,0,0,0,1,5,8,2,0,6,1964,861,4,1,0,0,0,0,1,2132,0,2009
9175,55,8248,1,0,0,0,0,6,8,2,0,8,1993,1466,3,1,0,0,0,0,1,1494,0,2009
9176,91,11040,1,0,0,0,0,6,5,1,0,7,1990,1440,3,1,0,0,0,0,1,2110,0,2007
9177,49,8405,1,0,0,0,0,5,5,1,1,6,1906,1040,2,1,0,0,0,0,1,1306,0,2008
9178,75,9400,1,0,0,0,0,6,7,1,1,10,1998,736,2,1,0,0,0,0,1,1940,0,2007
9179,95,12376,1,0,0,0,0,7,5,2,0,10,1949,1498,2,1,0,0,0,0,1,2042,0,2007
9180,,6155,0,0,0,1,0,9,5,1,0,5,1940,1092,3,1,0,0,0,0,1,1718,0,2006
9181,,5520,1,0,0,0,0,8,6,2,1,6,1960,1604,1,1,0,0,0,1,0,2398,0,2007
9182,59,9042,1,0,0,0,0,6,5,1,0,6,2008,1268,3,1,0,0,0,0,1,1728,0,2009
9183,,4058,1,0,0,0,0,6,5,2,1,6,1930,1722,3,1,0,0,0,0,1,1208,0,2008
9184,82,24090,1,0,0,0,0,5,5,1,1,9,1908,0,4,1,0,0,0,0,1,1358,0,2006
9185,50,9750,1,0,0,0,0,4,5,2,0,5,2005,728,3,1,0,0,0,0,1,2200,0,2009
9186,24,11988,0,0,1,0,0,6,7,1,0,8,1945,912,3,1,0,0,0,0,1,841,0,2006
9187,65,6768,1,0,0,0,0,6,7,2,1,7,1980,650,2,1,0,0,0,0,1,1924,0,2007
9188,,8640,1,0,0,0,0,4,6,1,1,6,2005,1256,3,1,0,0,0,0,1,1232,0,2007
9189,55,7917,1,0,0,0,0,5,5,2,1,4,1958,788,3,1,0,0,0,0,1,1768,0,2008
9190,,8773,1,0,0,0,0,5,6,1,0,6,1916,1347,3,1,0,0,0,1,0,1063,0,2006
9191,21,14442,1,0,0,0,0,7,3,2,0,5,1954,0,3,1,0,0,0,0,1,1148,0,2008
9192,65,16321,0,0,0,0,1,8,5,2,0,5,1951,740,3,1,0,0,0,0,1,1920,0,2010
9193,82,13500,1,0,0,0,0,7,6,2,0,6,1959,1262,2,1,0,0,0,0,1,1376,0,2008
9194,66,11210,1,0,0,0,0,7,5,1,0,6,1964,1581,4,1,0,0,0,0,1,1689,0,2006
9195,84,5105,1,0,0,0,0,5,5,1,0,6,1959,860,2,1,0,0,0,0,1,2198,0,2008
9196,50,10240,0,1,0,0,0,6,6,2,0,4,1924,975,2,1,0,0,0,0,1,2624,0,2008
9197,,7200,1,0,0,0,0,7,7,3,0,9,1956,1792,1,1,0,0,0,0,1,2192,0,2007
9198,55,8125,0,1,0,0,0,6,5,1,0,10,1915,1704,5,1,0,0,0,0,1,1509,0,2008
9199,,21384,1,0,0,0,0,5,7,2,0,6,1890,0,3,1,0,0,0,0,1,1053,0,2006
9200,55,7577,1,0,0,0,0,6,6,2,1,7,1954,804,3,1,0,0,0,0,1,2392,0,2008
9201,120,12342,1,0,0,0,0,5,5,1,1,6,2006,778,3,1,0,0,0,0,1,1919,0,2007
9202,77,9375,1,0,0,0,0,5,5,2,0,7,1976,600,3,1,0,0,0,0,1,2704,0,2009
9203,65,10667,0,0,0,1,0,5,5,1,0,9,2006,2217,3,1,0,0,0,0,1,1501,0,2010
9204,73,9600,1,0,0,0,0,6,4,2,0,7,2002,689,4,1,0,0,0,0,1,1430,0,2007
9205,105,9600,1,0,0,0,0,5,5,1,0,9,2008,551,3,1,0,0,0,0,1,1442,0,2007
9206,82,9900,1,0,0,0,0,6,5,1,0,6,1976,783,3,1,0,0,0,0,1,1441,0,2010
9207,70,7332,1,0,0,0,0,6,5,1,1,6,2004,813,2,1,0,0,0,0,1,923,0,2009
9208,55,9600,1,0,0,0,0,6,6,2,0,7,2005,1436,3,1,0,0,0,0,1,1493,0,2010
9209,80,10778,1,0,0,0,0,5,5,2,1,8,2007,796,3,1,0,0,0,0,1,1232,0,2009
9210,80,10500,0,0,0,0,1,7,4,2,0,9,1920,1845,3,1,0,0,0,0,1,1056,0,2008
9211,,10012,1,0,0,0,0,4,7,2,1,7,1970,783,2,1,0,0,0,0,1,1728,0,2008
9212,84,5395,0,0,0,0,1,6,6,1,1,8,1971,840,2,1,0,0,0,0,1,1978,0,2010
9213,129,9360,1,0,0,0,0,7,5,1,0,5,1922,1482,4,1,0,0,0,0,1,1456,0,2006
9214,87,5784,1,0,0,0,0,5,8,2,1,5,1955,1573,4,1,0,0,0,0,1,1839,0,2008
9215,,7128,1,0,0,0,0,7,7,1,1,8,1954,1442,2,1,0,0,0,0,1,928,0,2009
9216,80,8250,1,0,0,0,0,6,5,1,1,7,1997,1097,3,1,0,0,0,0,1,1092,0,2006
9217,,10800,1,0,0,0,0,5,5,2,0,5,1882,924,3,1,0,0,0,0,1,1317,0,2009
9218,80,8849,1,0,0,0,0,4,5,1,1,4,1965,600,3,1,0,0,0,0,1,1764,0,2006
9219,98,7642,1,0,0,0,0,5,5,2,0,8,1990,1269,2,1,0,0,0,0,1,1324,0,2007
9220,65,1680,1,0,0,0,0,5,8,1,0,5,2004,1602,2,1,0,0,0,0,1,1135,0,2006
9221,59,4500,0,0,0,0,1,3,7,2,0,10,1996,1056,4,1,0,0,0,0,1,2728,0,2009
9222,,3604,1,0,0,0,0,5,5,2,1,6,1957,884,3,1,0,0,0,0,1,1698,0,2010
9223,63,9920,0,0,0,0,1,5,7,1,1,6,1928,689,2,1,0,0,0,1,0,864,0,2009
9224,102,4712,1,0,0,0,0,5,5,1,0,5,1958,270,3,1,0,0,0,0,1,1301,0,2010
9225,80,2651,1,0,0,0,0,4,5,2,0,5,1949,1299,4,1,0,0,0,0,1,1720,0,2009
9226,75,8755,1,0,0,0,0,5,7,1,1,6,2004,1030,3,1,0,0,0,0,1,1350,0,2010
9227,90,8160,0,0,0,0,1,6,5,2,0,8,1999,696,3,1,0,0,0,0,1,1163,0,2008
9228,75,9760,0,1,0,0,0,6,8,2,0,6,2004,1470,2,1,0,0,0,0,1,1393,0,2009
9229,60,7931,0,1,0,0,0,6,5,2,1,8,2009,1314,3,1,0,0,0,0,1,1304,0,2006
9230,64,11287,1,0,0,0,0,5,5,2,1,7,1985,1907,3,1,0,0,0,0,1,980,0,2009
9231,,6792,1,0,0,0,0,6,4,2,1,6,2007,1536,3,1,0,0,0,1,0,720,0,2008
9232,77,10208,1,0,0,0,0,7,5,1,0,7,2004,1241,4,1,0,0,0,0,1,2243,0,2007
9233,,9142,1,0,0,0,0,4,7,2,1,5,1920,1164,3,1,0,0,0,0,1,1116,0,2006
9234,65,4590,0,0,0,0,1,5,5,2,1,7,1949,840,3,1,0,0,0,0,1,1496,0,2006
9235,,7472,0,0,0,1,0,7,6,2,1,8,1953,1041,4,1,0,0,0,0,1,1400,0,2009
9236,80,8740,0,1,0,0,0,6,5,2,1,4,1981,768,4,1,0,0,0,0,1,1431,0,2009
9237,92,10846,1,0,0,0,0,10,7,2,0,8,2002,768,2,1,0,0,0,0,1,1248,0,2010
9238,80,13501,1,0,0,0,0,3,6,1,1,5,1900,1032,3,1,0,0,0,0,1,1993,0,2006
9239,66,7200,1,0,0,0,0,8,5,2,0,5,1977,799,3,1,0,0,0,0,1,1489,0,2009
9240,,10159,1,0,0,0,0,6,5,2,1,10,1959,864,4,1,0,0,0,0,1,694,0,2007
9241,75,8544,1,0,0,0,0,7,5,2,1,9,1994,954,3,1,0,0,0,0,1,1052,0,2006
9242,,9612,1,0,0,0,0,8,5,1,2,7,1950,864,2,1,0,0,0,0,1,861,0,2006
9243,82,9375,1,0,0,0,0,6,5,2,0,7,1965,728,3,1,0,0,0,0,1,789,0,2009
9244,74,7449,1,0,0,0,0,5,5,2,1,7,1971,1145,2,1,0,0,0,0,1,1603,0,2009
9245,32,7742,1,0,0,0,0,6,5,2,1,5,1934,982,3,1,0,0,0,0,1,1768,0,2009
9246,78,7875,1,0,0,0,0,3,7,1,0,8,1940,765,3,1,0,0,0,0,1,1196,0,2006
9247,,4500,0,0,1,0,0,3,3,2,1,5,1958,1604,3,1,0,0,0,0,1,1165,0,2008
9248,60,14115,1,0,0,0,0,5,6,2,0,9,1936,943,1,1,0,0,0,0,1,1471,0,2008
9249,,6780,1,0,0,0,0,8,5,1,0,6,2001,910,3,1,0,0,0,0,1,1339,0,2007
9250,65,8414,1,0,0,0,0,4,5,1,1,6,2007,1164,2,1,0,0,0,0,1,1080,0,2007
9251,70,5500,1,0,0,0,0,9,5,2,0,8,1925,384,3,1,0,0,0,1,0,2084,0,2006
9252,50,10659,1,0,0,0,0,5,6,2,0,5,1961,864,3,1,0,0,0,0,1,924,0,2009
9253,,6000,1,0,0,0,0,6,5,1,1,5,1984,1149,3,1,0,0,0,0,1,1776,0,2007
9254,118,8450,1,0,0,0,0,7,5,2,0,4,1999,1052,2,1,0,0,0,0,1,1223,0,2010
9255,60,11911,1,0,0,0,0,7,7,2,0,6,1948,384,3,1,0,0,0,0,1,2263,0,2006
9256,79,6600,1,0,0,0,0,6,7,1,0,6,2007,2109,3,1,0,0,0,0,1,1349,0,2006
9257,58,12772,1,0,0,0,0,9,5,2,0,6,2009,756,3,1,0,0,0,0,1,1501,0,2007
9258,120,7200,1,0,0,0,0,9,5,2,1,6,1941,1202,4,1,0,0,0,0,1,1661,0,2006
9259,70,9450,1,0,0,0,0,4,5,1,0,5,2003,720,4,1,0,0,0,0,1,904,0,2007
9260,,9000,0,0,1,0,0,5,5,2,0,6,2005,1473,3,1,0,0,0,1,0,1316,0,2010
9261,,9525,1,0,0,0,0,7,7,1,0,10,1996,888,3,1,0,0,0,0,1,1694,0,2006
9262,,13072,1,0,0,0,0,7,6,2,0,10,1928,520,4,1,0,0,0,0,1,1266,0,2008
9263,66,10335,1,0,0,0,0,6,6,1,1,8,1977,616,3,1,0,0,0,0,1,672,0,2009
9264,67,7758,1,0,0,0,0,5,5,2,0,7,2006,860,3,1,0,0,0,0,1,1073,0,2006
9265,60,9144,0,0,1,0,0,5,5,3,1,9,1971,1419,3,1,0,0,0,0,1,894,0,2006
9266,80,5400,1,0,0,0,0,8,6,2,1,9,1998,1262,3,1,0,0,0,0,1,1717,0,2006
9267,69,6420,1,0,0,0,0,8,6,1,1,9,1954,536,3,1,0,0,0,0,1,1067,0,2006
9268,85,9855,1,0,0,0,0,7,7,2,0,7,2003,1152,2,1,0,0,0,0,1,1216,0,2009
9269,65,7340,1,0,0,0,0,5,5,1,1,6,2006,901,2,1,0,0,0,0,1,1288,0,2006
9270,,21750,1,0,0,0,0,5,6,2,0,5,1900,912,3,1,0,0,0,0,1,1008,0,2007
9271,85,10335,1,0,0,0,0,5,5,1,1,7,2001,1362,3,1,0,0,0,0,1,3493,0,2010
9272,32,8100,1,0,0,0,0,5,7,1,0,8,2004,588,3,1,0,0,0,0,1,2274,0,2007
9273,90,6240,1,0,0,0,0,6,6,3,1,8,2006,1214,2,1,0,0,0,0,1,1704,0,2009
9274,70,8123,1,0,0,0,0,6,5,1,1,6,2001,1734,4,1,0,0,0,0,1,784,0,2006
9275,80,8450,1,0,0,0,0,6,5,2,0,7,1924,626,3,1,0,0,0,0,1,2468,0,2008
9276,,11841,1,0,0,0,0,6,6,2,0,9,2002,1431,2,1,0,0,0,1,0,1178,0,2006
9277,,21872,1,0,0,0,0,6,7,1,0,5,1953,608,3,1,0,0,0,0,1,2121,0,2007
9278,64,9250,1,0,0,0,0,5,5,2,0,7,1978,1478,2,1,0,0,0,0,1,605,0,2007
9279,41,2001,1,0,0,0,0,6,5,3,1,6,1954,756,3,0,0,0,1,0,1,1797,0,2009
9280,80,6324,1,0,0,0,0,5,6,1,0,5,2005,1034,3,1,0,0,0,0,1,1484,0,2006
9281,49,2592,1,0,0,0,0,9,5,1,0,7,1940,855,2,1,0,0,0,0,1,1224,0,2008
9282,,7922,0,1,0,0,0,6,5,1,0,5,1961,819,2,1,0,0,0,0,1,747,0,2008
9283,65,15750,1,0,0,0,0,6,8,2,0,10,1937,551,2,1,0,0,0,0,1,2574,0,2009
9284,80,8248,1,0,0,0,0,7,5,1,1,10,2001,1208,6,1,0,0,0,0,1,987,0,2010
9285,70,7820,0,0,1,0,0,8,6,1,0,5,1982,1242,3,1,0,0,0,0,1,1236,0,2009
9286,58,8199,1,0,0,0,0,7,8,2,0,4,1967,832,3,1,0,0,0,0,1,1053,0,2006
9287,40,14963,1,0,0,0,0,7,5,1,0,4,2006,1976,3,1,0,0,0,0,1,1558,0,2010
9288,85,12205,1,0,0,0,0,9,6,2,0,10,1970,1428,3,1,0,0,0,0,1,1226,0,2006
9289,88,13688,0,0,0,1,0,5,5,1,0,5,1939,650,3,1,0,0,0,0,1,773,0,2009
9290,74,10440,1,0,0,0,0,6,5,1,0,7,1910,1269,3,1,0,0,0,1,0,1060,0,2006
9291,59,8400,1,0,0,0,0,6,5,1,0,7,1974,0,3,1,0,0,0,0,1,1003,0,2008
9292,,11767,1,0,0,0,0,6,5,1,0,6,1964,1056,2,1,0,0,0,0,1,1962,0,2006
9293,52,7917,1,0,0,0,0,5,6,2,1,6,1995,1078,3,1,0,0,0,0,1,1126,0,2008
9294,60,7500,1,0,0,0,0,7,7,2,1,4,2004,1056,3,1,0,0,0,0,1,1340,0,2006
9295,60,9525,0,1,0,0,0,5,5,2,0,6,2005,744,2,1,0,0,0,0,1,1968,0,2008
9296,68,8767,1,0,0,0,0,5,8,1,0,5,2005,816,3,1,0,0,0,1,0,1634,0,2006
9297,88,16635,1,0,0,0,0,5,6,2,0,7,1998,750,2,1,0,0,0,1,0,1768,0,2006
9298,82,10800,1,0,0,0,0,6,8,2,1,7,1975,1086,3,1,0,0,0,0,1,1212,0,2006
9299,75,11143,0,0,0,0,1,8,5,2,0,6,1998,816,3,1,0,0,0,0,1,1842,0,2008
9300,49,16466,1,0,0,0,0,5,5,1,1,4,1910,940,3,1,0,0,0,0,1,1474,0,2007
9301,84,8012,0,0,0,0,1,7,5,1,1,8,2003,967,3,1,0,0,0,0,1,988,0,2010
9302,60,10728,1,0,0,0,0,9,6,0,0,8,1988,729,3,1,0,0,0,0,1,1477,0,2010
9303,80,11426,1,0,0,0,0,8,5,2,1,7,1914,864,3,1,0,0,0,0,1,1368,0,2009
9304,,8430,1,0,0,0,0,6,6,1,1,6,1980,1086,2,1,0,0,0,0,1,1826,0,2009
9305,73,7226,1,0,0,0,0,6,6,2,1,5,1982,813,3,1,0,0,0,0,1,2610,0,2009
9306,72,10552,1,0,0,0,0,7,6,2,1,6,1928,998,4,1,0,0,0,0,1,1228,0,2009
9307,75,6270,1,0,0,0,0,6,7,1,1,4,1965,864,2,1,0,0,0,0,1,1682,0,2009
9308,44,9790,1,0,0,0,0,6,6,1,0,7,1972,630,3,1,0,0,0,0,1,1756,0,2009
9309,86,8532,0,0,0,0,1,7,5,1,0,6,2007,3200,3,1,0,0,0,0,1,1714,0,2009
9310,,9020,1,0,0,0,0,7,5,1,0,6,1989,1249,1,1,0,0,0,0,1,1040,0,2010
9311,,7175,1,0,0,0,0,6,5,2,1,9,1925,816,5,1,0,0,0,0,1,1144,0,2006
9312,24,7388,0,0,0,1,0,7,6,2,0,6,1980,1040,2,1,0,0,0,0,1,1639,0,2010
9313,85,8924,1,0,0,0,0,7,5,2,1,8,2000,780,3,1,0,0,0,0,1,2144,0,2007
9314,,10448,1,0,0,0,0,9,6,2,0,9,1998,848,3,1,0,0,0,0,1,1541,0,2006
9315,110,10005,1,0,0,0,0,8,8,1,0,8,1976,1650,2,1,0,0,0,0,1,1509,0,2010
9316,55,10012,0,0,0,0,1,5,7,1,0,8,1998,1097,4,1,0,0,0,0,1,2402,0,2010
9317,,10171,1,0,0,0,0,4,7,1,1,8,2009,721,3,1,0,0,0,0,1,2134,0,2010
9318,86,5000,1,0,0,0,0,6,5,2,1,7,1923,798,2,1,0,0,0,0,1,1500,0,2006
9319,50,9144,1,0,0,0,0,6,5,2,1,6,2006,1256,1,1,0,0,0,0,1,1092,0,2009
9320,70,16033,1,0,0,0,0,6,6,2,1,6,1957,672,3,1,0,0,0,0,1,864,0,2006
9321,78,10603,1,0,0,0,0,5,7,1,0,7,2006,2330,4,1,0,0,0,0,1,1826,0,2009
9322,85,9480,1,0,0,0,0,9,5,2,0,7,1946,264,3,1,0,0,0,0,1,1518,0,2009
9323,21,7800,1,0,0,0,0,7,8,2,1,7,1972,1582,3,1,0,0,0,1,0,1113,0,2009
9324,110,1680,1,0,0,0,0,4,5,1,0,8,2001,1392,3,1,0,0,0,0,1,2452,0,2006
9325,,11275,1,0,0,0,0,6,5,2,0,6,1923,1698,3,1,0,0,0,0,1,1266,0,2008
9326,93,6380,1,0,0,0,0,4,8,2,1,7,1997,1260,3,1,0,0,0,0,1,1620,0,2006
9327,60,12227,0,0,0,0,1,5,6,2,0,6,2005,1728,3,1,0,0,0,0,1,2654,0,2006
9328,101,10382,1,0,0,0,0,6,3,1,1,7,2005,912,1,1,0,0,0,0,1,1533,0,2009
9329,75,9100,1,0,0,0,0,5,7,1,0,6,1945,1536,3,1,0,0,0,0,1,1959,0,2006
9330,,7990,1,0,0,0,0,5,6,2,0,6,1979,908,4,1,0,0,0,0,1,2230,0,2009
9331,78,10659,1,0,0,0,0,6,5,1,1,6,2006,1484,4,1,0,0,0,0,1,1441,0,2009
9332,98,10570,1,0,0,0,0,8,7,1,0,5,1965,951,3,1,0,0,0,0,1,1684,0,2007
9333,85,10839,1,0,0,0,0,7,7,2,1,5,1994,483,2,1,0,0,0,0,1,968,0,2009
9334,,8462,1,0,0,0,0,4,5,2,1,6,1976,1056,3,1,0,0,0,0,1,1200,0,2007
9335,60,3182,0,0,0,0,1,5,6,1,0,6,1975,1700,2,1,0,0,0,0,1,861,0,2008
9336,80,8816,1,0,0,0,0,6,6,1,0,5,1939,672,2,1,0,0,0,0,1,1389,0,2007
9337,50,11475,1,0,0,0,0,9,4,1,1,6,1962,264,4,1,0,0,0,0,1,1750,0,2010
9338,110,10356,0,0,0,1,0,6,7,1,1,7,1965,864,2,1,0,0,0,0,1,1218,0,2008
9339,72,11423,1,0,0,0,0,5,5,3,0,4,1973,672,2,1,0,0,0,0,1,816,0,2009
9340,69,7922,1,0,0,0,0,5,7,1,0,6,1995,1097,2,1,0,0,0,0,1,1092,0,2009
9341,51,14175,0,0,0,0,1,8,5,2,1,7,1977,1190,3,1,0,0,0,0,1,2263,0,2007
9342,55,10300,1,0,0,0,0,7,5,2,0,6,1940,576,3,1,0,0,0,0,1,1494,0,2010
9343,,10380,1,0,0,0,0,7,5,1,0,7,1967,864,3,1,0,0,0,1,0,912,0,2008
9344,,9571,1,0,0,0,0,5,6,2,0,7,1998,1200,4,1,0,0,0,0,1,1349,0,2006
9345,68,10421,1,0,0,0,0,8,5,2,1,6,1958,864,3,1,0,0,0,0,1,1486,0,2006
9346,85,1950,1,0,0,0,0,5,5,2,0,11,1955,1079,2,1,0,0,0,0,1,2380,0,2006
9347,40,13472,0,0,0,0,1,9,5,2,2,6,1936,1257,3,1,0,0,0,0,1,1484,0,2006
9348,85,10140,1,0,0,0,0,5,3,1,0,7,1934,720,3,1,0,0,0,0,1,1855,0,2006
9349,50,50271,1,0,0,0,0,8,5,2,1,7,2006,384,3,1,0,0,0,0,1,848,0,2009
9350,69,6442,1,0,0,0,0,7,5,1,0,6,1976,1040,3,1,0,0,0,0,1,3493,0,2008
9351,82,6900,1,0,0,0,0,3,6,1,0,7,2003,799,3,1,0,0,0,0,1,1100,0,2006
9352,80,14963,0,0,1,0,0,7,5,2,0,5,2009,780,2,1,0,0,0,0,1,1152,0,2008
9353,,10769,1,0,0,0,0,5,7,2,1,6,1953,1188,3,1,0,0,0,0,1,2945,0,2008
9354,50,9098,1,0,0,0,0,6,4,1,1,7,1951,1350,2,1,0,0,0,0,1,1756,0,2007
9355,,9375,1,0,0,0,0,5,5,1,0,6,2006,756,3,1,0,0,0,0,1,894,0,2006
9356,86,10570,0,0,0,0,1,5,5,2,0,7,2004,755,3,1,0,0,0,0,1,1337,0,2007
9357,70,21000,1,0,0,0,0,7,5,2,1,7,1924,462,2,1,0,0,0,0,1,1638,0,2006
9358,79,9600,1,0,0,0,0,8,7,2,0,7,2001,1728,2,1,0,0,0,0,1,1600,0,2009
9359,75,11214,1,0,0,0,0,5,7,2,1,9,2007,1073,1,1,0,0,0,0,1,1135,0,2009
9360,44,1920,1,0,0,0,0,6,4,1,1,7,1975,1040,3,1,0,0,0,0,1,1196,0,2010
9361,80,14803,0,0,0,0,1,7,8,2,0,9,1893,1416,4,1,0,0,0,0,1,1050,0,2006
9362,,15431,0,0,0,0,1,7,5,3,1,6,1958,1484,3,1,0,0,0,0,1,1552,0,2008
9363,85,5330,1,0,0,0,0,6,7,1,0,7,2007,1065,2,0,1,0,0,0,1,1494,0,2008
9364,65,8521,1,0,0,0,0,5,6,1,0,5,1974,1314,3,1,0,0,0,0,1,1593,0,2007
9365,57,8000,0,0,0,0,1,3,5,1,1,5,1912,768,3,1,0,0,0,0,1,1253,0,2009
9366,,9018,1,0,0,0,0,9,5,2,1,9,1936,846,3,1,0,0,0,0,1,1235,0,2007
9367,101,14977,1,0,0,0,0,7,6,1,0,8,1914,916,3,1,0,0,0,0,1,1557,0,2009
9368,55,7000,1,0,0,0,0,4,5,2,1,7,1939,1062,2,1,0,0,0,0,1,1479,0,2010
9369,80,11249,1,0,0,0,0,6,5,2,1,5,1979,660,1,1,0,0,0,0,1,2452,0,2008
9370,65,14230,1,0,0,0,0,6,5,1,1,7,2006,744,3,1,0,0,0,0,1,1616,0,2009
